relative_path,duration_sec,n_frames,fps
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَّشَ (إِشَارَة 2).mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتْرَةٌ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَجْأَةً.mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَجْرٌ (إِشَارَة 1).mp4,5.000,125,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَجْرٌ (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَحَصَ (إِشَارَة 1).mp4,5.520,138,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاشَةٌ.mp4,7.600,190,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاغٌ (وَقْت).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاوْلَة (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاوْلَة (إِشَارَة 2).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاوْلَة (إِشَارَة 3).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَسُ النَّهْرِ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرِحٌ.mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَطُور.mp4,5.200,130,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَعَلَ (إِشَارَة 1).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَعَلَ (إِشَارَة 2).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَقِيرٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَقْرُ الدَّمِ (إِشَارَة 1).mp4,6.560,164,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَكَّرَ.mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَمٌ (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَمٌ (إِشَارَة 2).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَنٌّ (إِشَارَة 1).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَنٌّ (إِشَارَة 2).mp4,2.440,61,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَوْقَ (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَيَضَانٌ (إِشَارَة 1).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَيْسْبُوك.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُرْشَاةٌ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُرْشَاةُ الأَسْنَانِ.mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُرْنٌ.mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُرْنُ الخُبْزِ.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُقَّاعَةٌ.mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُلْفُل.mp4,7.120,178,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُنْدُقٌ (إِشَارَة 1).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُنْدُقٌ (إِشَارَة 2).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُوطَةٌ (إِشَارَة 1).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُوطَةٌ (إِشَارَة 2).mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُولٌ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِعْلٌ (إِشَارَة 1).mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِعْلٌ (إِشَارَة 2).mp4,2.320,58,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِكْرَةٌ.mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِلَسْطِين.mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنَاءٌ خَلْفِيٌّ (1).mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنَاءٌ خَلْفِيٌّ(1).mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنَاءٌ خَلْفِيٌّ(2).mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنَاءٌ خَلْفِيٌّ.mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنْجَانٌ (1).mp4,5.500,165,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنْجَانٌ(1).mp4,5.500,165,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنْجَانٌ.mp4,5.500,165,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 1) (1).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 1)(1).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 1).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 2) (1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 2)(1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 2).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيتَامِينٌ (1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيتَامِينٌ(1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيتَامِينٌ.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيلاَّ (إِشَارَة 1) (1).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيلاَّ (إِشَارَة 1)(1).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيلاَّ (إِشَارَة 1).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيلٌ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَادَ (1).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَادَ(1).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَادَ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاسَ.mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةٌ (1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةٌ(1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةٌ.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةُ الدَّرْسِ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةُ الْحَفَلَاتِ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَالَ (إِشَارَة 1).mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَالَ (إِشَارَة 2).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَالَ (إِشَارَة 3).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَانُونٌ.mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَانُونُ السَّيْرِ.mp4,6.400,160,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَائِدُ فَرِيقٍ.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَبَضَ.mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَبَّلَ.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَبْلَ.mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَتَلَ.mp4,2.200,55,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدَمٌ (إِشَارَة 1).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدَمٌ (إِشَارَة 2).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدِيمٌ (الزَّمَنُ).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدْ (إِشَارَة 1).mp4,5.100,153,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدْ (إِشَارَة 2).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدْ (إِشَارَة 3).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَذِرٌ.mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرٌّ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرَأَ.mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرِيبٌ (أَهْلٌ) (إِشَارَة 1).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرِيبٌ (أَهْلٌ) (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرِيبٌ (أَهْلٌ) (إِشَارَة 3).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرِيبٌ.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرْنَبِيط.mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَصَبَةُ الْأَوْدَايَةِ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَصْرٌ (إِشَارَة 1).mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَطَعَ.mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَطْرَةُ مَطَر.mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَفَزَ.mp4,4.520,113,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَفَصُ الطُّيُورِ (إِشَارَة 1).mp4,8.880,222,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلَمُ الرَّصَاصِ (إِشَارَة 1).mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلَمُ الرَّصَاصِ (إِشَارَة 2).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلَمُ حِبْرٍ (إِشَارَة 1).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلَمُ حِبْرٍ (إِشَارَة 2).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلِقٌ (إِشَارَة 1).mp4,3.009,89,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلِقٌ (إِشَارَة 2).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلِيل.mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلْعَةٌ.mp4,7.000,175,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَمَرٌ (إِشَارَة 1).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَمَرٌ اصْطِنَاعِيٌّ (إِشَارَة 1).mp4,5.200,130,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَمِيصٌ (إِشَارَة 1).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَمِيصٌ قَصِيرُ الْأَكْمَامِ.mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَنَاةُ الْقُرْآنِ.mp4,4.520,113,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَنْصٌ.mp4,4.967,149,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَهْوَةٌ (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَوِيٌّ.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَوْسَان.mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَوْسُ قُزَحٍ (إِشَارَة 1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَوْسُ قُزَحٍ (إِشَارَة 2).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَيْلُولَةٌ.mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُبَّعَةٌ (إِشَارَة 1).mp4,7.320,183,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُبَّعَةٌ (إِشَارَة 2).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُضَاعٌ (وَجَعُ الْمَعِدَةِ).mp4,7.640,191,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُفَّةٌ (إِشَارَة 1).mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُفَّةٌ (إِشَارَة 2).mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُنْفُذٌ (إِشَارَة 1).mp4,7.880,197,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِرْدٌ (إِشَارَة 1).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِرْدٌ (إِشَارَة 2).mp4,4.333,130,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِسْمُ الْمُسْتَعْجَلَات.mp4,8.720,218,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِشْدَةٌ طَرِيَّةٌ.mp4,8.520,213,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِصَّةٌ (إِشَارَة 1).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِصَّةٌ (إِشَارَة 2).mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِطَارٌ.mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِطَارُ الأَنْفَاقِ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِطَّةٌ.mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِلَادَةٌ.mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِمَّةٌ.mp4,4.920,123,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِنِّينَةٌ زُجَاجِيَّةٌ (إِشَارَة 1).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِنِّينَةُ بْلاَسْتِيكِيَّةٌ (إِشَارَة 1).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِنِّينَةُ غَازٍ.mp4,6.360,159,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِيثَارَةٌ.mp4,5.700,171,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِيَاسُ السَّمْعِ.mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَامِيرَا فِيدْيُو (إِشَارَة 1).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَامِيرَا فِيدْيُو (إِشَارَة 2).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَانَ.mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَأْسٌ (إِشَارَة 1).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَأْسٌ (إِشَارَة 2).mp4,1.800,45,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَبَحَ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَبِيرٌ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَتَبَ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَتِفٌ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَثِير.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَسَرَ.mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَعْبٌ.mp4,7.360,184,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَعْكَةٌ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَفَّةُ الْمِيزَانِ.mp4,5.440,136,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَلِمَةٌ.mp4,5.520,138,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَلِمَةُ الْمُرُورِ (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَلْبٌ.mp4,7.080,177,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَمَانٌ.mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَمَّلَ.mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَمْ (إِشَارَة 1).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَنِيسَةٌ.mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَنْزَةٌ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَهْرَبَائِيٌّ (إِشَارَة 1).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَئِيبٌ.mp4,7.000,175,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَيْفَ (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَيْفَ (إِشَارَة 2).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةٌ الْقَدَمِ.mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةٌ.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةُ السَّلَّةِ.mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةُ الْمَضْرَبِ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةُ الْيَدِ.mp4,5.280,132,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرْسِيٌّ عَالٍ.mp4,4.680,117,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرْسِيٌّ هَزَّازٌ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرْسِيٌّ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُسُوفٌ (إِشَارَة 1).mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُسْكُس.mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُفْتَة.mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُلٌّ (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُلٌّ (إِشَارَة 2).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُلْمِيم‎‎.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُنَّاشُ التَّعْرِيفِ وَالْحَالَةِ الْمَدَنِيَّةِ.mp4,5.520,138,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُوبٌ (كَبِيرٌ).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُولْفٌ.mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كِتَابٌ.mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كِسْوَةٌ.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كِيلُومِتْر.mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كِيوِي (إِشَارَة 1).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لاَحِقًا.mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَبَنٌ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَحْظَةٌ.mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَحْمٌ (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَحْمٌ (إِشَارَة 2).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَذِيذٌ (إِشَارَة 1).mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَذِيذٌ (إِشَارَة 2).mp4,2.360,59,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَطِيفٌ.mp4,3.880,97,25.000
